label,text
request,"Podria rebre un plat de l'aigua, per favor?"
statement,El llibre pertine a la biblioteca.
request,Podeu preguntarme una cosa sobre aquest tema?
exclamation,Què tragèdia és aquesta història!
wh_question,Qui ha desenvolupat la teoria de la relativitat?
exclamation,Què calor fa el dia d'hores!
polar_question,No li sembla això curiós?
exclamation,Què genial és la seva solució!
exclamation,Què interessant és aquest història!
command,Implementar la solució com s’ha propòs.
exclamation,Què sort avreu que tinguessis aquesta oportunitat!
wh_question,¿Dónde se encuentra el Kremlin en Moscú?
command,Elimina les despeses innecesàries del budget.
wh_question,Qui va descobrir la penicilina?
request,Podria enviar-me el informe por correo electrónico?
exclamation,Què ràpid va ser el servei!
statement,Ha estat practicant el piano cada dia.
exclamation,Què paper té el gatxet!
request,"Podria repetir, por favor?"
command,Contribúuix us les idees per a la discussió.
command,Continua amb el procés com estava planejat.
command,Siguiu cal durant la reunió.
command,Fixa la teva cama cada matin.
statement,He treballava amb això des del matí.
request,Podria haver-me les informacions de contacte?
polar_question,S'havat a considerar totes les opcions abans de decidir?
command,Escriu el teu nom al formulari.
exclamation,Qué vista espectacular des dall aquí!
exclamation,Què pel·lícula terribles va ser!
statement,La situació està demanant més complexitat.
wh_question,Per què va sortir tan prematur aquesta matí?
command,Evaluar el rendiment del conjunt.
request,"Podria deixar de ser còmic durant la presentació, per amor de bé?"
polar_question,Què vols d'un cafè?
exclamation,Què de tremendament vibrants són aquestes colors!
wh_question,Per què s’aconsegue això a la pràctica?
command,Reúne les informacions de totes les fonts.
request,Podeu sentar-se aqui nesta banca?
exclamation,Què una risotada grosera va ser la que has dit!
statement,L'ensenyàdor va donar els estudiants el treball de casa.
command,Ve a la tienda a comprar leche.
command,Present-vat-se al grup.
exclamation,Què una impressionant col·lecció que tenés!
statement,La música escoltava-se de forma suave al fons.
exclamation,Què descoberta incredible!
exclamation,Què pel·lícula de pèrdua!
polar_question,Qui va participar més en el esdeveniment?
command,Vingueu-ureu-ureu al mig al mediodía del dia de amaner.
wh_question,Què pesa un elefant?
request,Podria fer-me una veritatció de aquesta informació?
request,"Podeu haver la seva atenció, per favor?"
polar_question,Parla el español con fluidez?
statement,Pareu estar molt nervós durant l'entrevista.
request,Podeu deixar-me ir cedo hoje?
command,"Si dona ambxona i relaxi, per’vins."
command,Llegeu aquesta obra quan tinguiu temps.
command,Aborda els teus temors i supera-los.
statement,Parla fluent tres llengües.
polar_question,Estaban en casa cuando has llamado?
command,Traigue els documents amanh demanem.
statement,El programa de actualització recent.
command,Afeguda't a les teves habilitats cada dia.
command,Aplicar presión suavemente sobre la herida.
statement,El riu fluja tranquil·lement pel bosc.
exclamation,Què meraviglia aquesta actuació!
request,Pudiria contar con el seu suport per això?
exclamation,Què de hilarant era aquell plaió!
statement,Va graduar de la universitat l'an passat.
command,Acompanar-la al médico mañana.
request,Quin és el seu nom per favor? Ho firmaria aquí a aquesta línia.
command,Escusiu't amb atenció als instruccions.
request,Podria explicarme això de manera clara?
request,Podria veure si hagués alguna manera de ajudar amb això?
wh_question,Quin és el teu actor favorit pel cinema?
statement,Pareu que gaudeava del seu nou treball.
polar_question,Quedaria alguna objecció a aquest projecte?
exclamation,Que gran idea tens!
statement,Jo gaudeix del temps calent.
statement,Ha sempre estat una estudiantessa compromesa.
command,M’enviaràs els detalls quan estiguin tots preparats.
statement,Volem veure el sol en plemena del coll.
command,"Podes llevarme a la estación, por favor."
command,Completa la tarea para el viernes.
statement,Ha passat la matinada sense saber que ha oblidat el seu portamolles a casa.
wh_question,Què any va acabar la Segona Guerra Mundial?
request,Tens del temps per revisar aquest document?
exclamation,Què colorats són les flors d'estiu!
request,Creu que seria convenient aprovar aquesta petició?
statement,"Quina sigui la que més t’ajusti, és benvenuda per a mi."
polar_question,Està encara treballant amb aquest projecte?
exclamation,Què meraviglia la vostra obra!
wh_question,Aquestes plantes absorben el següent gas del aire:
command,Investigue més a fons sobre aquest tema.
request,"Podria parlar amb el gestor, per favor?"
statement,El tràfic ha estat terribil aquesta tarda.
statement,L'economia ha crescut de manera estable.
statement,Conocem-nos des de fa anys.
polar_question,Deia si hauria que disculpar-me per el meu error?
statement,El concert estava completatament sol·lícit.
command,Corrige els errors del document.
statement,Haig perdu els meus claus algú algú al lloc de la casa.
exclamation,Un enorme elefant al zoo!
statement,El restaurant serveix una excel·lent cuina italiana.
wh_question,¿De qué manera está el baño desde aquí?
exclamation,Qué belíssima línia de colors després de la pluja!
command,Interpreta els dades de manera precisa.
polar_question,Conoces la resposta a esta pregunta?
statement,Han estat planejant aquesta viatge durant mesos.
exclamation,Què de radiant és aquesta llum del sol!
wh_question,Què planeta té més lluns?
command,Treca el leva per iniciar la maquinària.
statement,El projecte progressa sense problemes.
polar_question,No tinguem que esperar un peu més?
polar_question,Algun altra persona ha notat aquest problema?
exclamation,Que magnífica construcció és aquesta!
polar_question,Estarà allí a la reunió?
request,Què vols que faci aquesta task?
statement,"Recentment, m'han sentit exaurat."
exclamation,Què una pacífica era és aquesta!
request,No molesta si abre la ventana?
request,"Podeu deixar-me falar com o serviço de atendimento ao cliente, por favor?"
exclamation,Què de ensordecedor és aquest ruïeu!
statement,"Abans del mes, van a comprar un nou cotxe."
wh_question,Què mons de continents hi són al món?
exclamation,Doncs és molt agradable aquesta jarduera!
command,Celebreu els seus resultats cada dia.
request,Podeu sol·licitar un bon de returni per aquest product?
wh_question,Aquesta és la velocitat de la llum en km/s.
command,Excuse me for a moment while I answer this.
statement,"El paquet va arrivar aquesta tarda, com es va esperar."
polar_question,S'han marcat ja per l'aeroport?
polar_question,No hauriais intentat esforçar-vos més per tenir èxit?
wh_question,Aquesta és la hora a la qual el magazin se va cloure aquesta dia?
polar_question,Comprobareu amb el pla amb el que partireu?
exclamation,Què de delicieux és aquest desert!
request,No t’importaria terribilment si preguntara por ayuda?
wh_question,Doncs quan vivuen aquí a aquesta ciutat?
request,Podria fer-me una traduccó de aquest document?
wh_question,Deu de merda a les chiflades? (¿Dónde puso las llaves del coche?)
wh_question,¿Dónde se encuentra el Coliseo en Roma?
request,Volèries que revisis aquest document?
exclamation,Què meravellós és aquest moment!
request,Podria adaptar este cambio en el horario?
exclamation,Què talent amb la vostra!
polar_question,Era el film que has visuat molt bé?
command,Consulta el teu calendari per comprovar la disponibilitat.
exclamation,Què magnífica és aquesta vista!
command,Manteniu el foc en els teus objectius.
command,Assista a la reunió de manera oportuna a las 3 de la tarde.
polar_question,Quin és la probabilitat de que esquiri aïda amanh segons les previsions?
statement,La empresa s'ha ampliat a nivell global en els últims anys.
wh_question,Com és el gran dels Sol en comparació amb la Terra?
exclamation,Què espectacular sol de setembre!
exclamation,Què una gran victòria és això!
request,"Podria proporcionar-me els detalls, per favor?"
command,Reúnen les vostres promeses als altres.
polar_question,Erau les instruccions suficientment clares per a vostres?
request,Podeu comprovar el estat del meu compte en línea?
exclamation,Què meravellat és aquest dia!
wh_question,¿Qué es lo que ha passat anoche a la festa?
exclamation,Què sorpresa va resultar aquesta festa!
wh_question,Quí vulc és el més proper al Sol del nostre sistema solar?
request,Podría proporcionar un número de seguimiento para mi pedido?
wh_question,Com et vaure? Desitzo que et estee ben.
exclamation,Què magnífica catedral és!
command,"Abans de decidir, ha de tenir en compte totes les opcions."
wh_question,Què dista la lluna de la Terra en quilòmetres?
command,Practica les teves classes de piano cada dia.
exclamation,Què generos són molt!
exclamation,Què impressionant d'arquitectura té aquest edifici!
request,Podria prioritzar aquest problema per a mi?
command,Executa el plan com es va discutir.
command,Exporta els dades a una lletxa.
statement,Olvidai de telefonar a la meva madra ayer.
statement,Han vivit aquí durant els últims diez anys.
wh_question,Què bones hi són a l'organisme humà?
wh_question,¿Con qué edad es la Tierra en miles de millones de años?
exclamation,Un final tan feliz a la història!
request,Podeu canviar la seva reserva per a una altra data?
request,Podeu mostrar-me outras opções disponíveis?
exclamation,Què magnífica este aquest oli verd!
request,Aquestes serian les recomandes per a restaurants?
wh_question,¿Qual és la capital de Austràlia? Canberra.
request,Podríem discutir este asunto más a fondo?
command,M'hagin't quan arribis a l'adreça.
polar_question,Estuès a prop de estar ben?
command,Imagina les possibilitats que t’avallen el futur.
request,Podria empajar el seu bolígraf per un moment?
exclamation,Què de delicat aquest chocolate!
command,Examineu les evidències amb atenció.
request,Seria amable de revisar este documento?
statement,Esperavam bons nous.
statement,Les flors estan en plena floració durant la primavera.
wh_question,Quan arribàs al aeroport?
polar_question,Què dia per la reunió?
exclamation,Què accident terrible va ser!
command,Deu el vostre treball a temps per a la data màxima.
exclamation,Que meravellosa actuació de l'orquestra!
statement,Són els meus millors amics des de la més mica.
polar_question,"En última instancia, és important?"
command,"Podes traiar-me un peu d'aigua, per favor."
statement,Ha gestionat el equip amb eficacitat.
exclamation,Què una espectacularescenes de dansa és aquesta!
request,Podria empaquetar esto como un regalo para mí?
command,Visca molt cedo per evitar el tràfic.
command,Presiona el botón per iniciar el procés.
exclamation,Què fuga tan ruda va ser!
wh_question,"Aquesta pregunta no té una resposta clara, però el record de velocitat del ghepard és de 72,7 km/h."
wh_question,Quina seria la millor solució per a aquest problema?
exclamation,Què meraviglia!
command,Forma un equip per al projecte.
command,Introduce la teva contraseña per accedir al sistema.
wh_question,¿De qué manera debería abordar este problema?
exclamation,Què èsta és una realització remarcable!
polar_question,Vols a participar en la conferència?
statement,Ha viuat sola des del últim any.
statement,Ella canta bellment al cor de la catedral.
command,Abordar els elements bàsics abans de continuar.
request,Podria haver alguna posibilidad de que me prestara su ayuda?
wh_question,Aquest és el teu preferit?
command,Estudiar per al examen de mañana.
command,Disfrutiu la seva relluna al restaurant.
command,Vina-ureu i et'aquesta.
request,Podria enviar aquest correu electrònic al meu col·legue?
statement,Ricordo que te jsem conocido en la conferencia del año pasado.
polar_question,Serà el dia ensolarat amanuemte segons el temps?
polar_question,No és interessant saber-ho?
request,"Podria repetir, por favor?"
statement,I els leo més de temps lliure.
request,Podria investigar este asunto por mí?
wh_question,¿Dónde se encuentra la Gran Muralla de China?
exclamation,Què mercadorament valuït és aquest antic!
command,Integrar els sistems junts.
exclamation,Qué genial és la teva idea!
polar_question,Vols a veure pel·lícula?
exclamation,Què tremendament pacífica és aquesta mica!
wh_question,Per què és tan cansat/a tänvind?
command,Siguiu les instruccions amb atenció.
wh_question,Què recomandies que façaig?
statement,El pintor va ser creat per un artista famós.
wh_question,Quí qual és el oceàn més gran de la Terra?
command,Reúnen el formulari complet.
command,Presentar la queja al director.
wh_question,Què és el país més petit del món?
request,Podria organitzar-me un transport?
statement,Acabàvem el diner a les 20:00.
polar_question,Creus que s'ha de resoldre?
command,Ensambleu els mobles amb cura.
exclamation,Què sort avreu que tinguessis aquesta oportunitat!
statement,Han estat amics des de la infancia.
polar_question,Debo llevar algo a la fiesta?
command,Edita el document abans de enviar-lo.
exclamation,Què desenvolupament impressionant és això!
request,Podria proporcionar el seu feedback a este respecto?
exclamation,Què de deslumbrant són aquestes llumtes!
command,Soluciona el problema lo antes posible.
command,Guia els turistes per la ciutat.
statement,Ha treballat aquí durant cinc anys.
exclamation,Què de difícil és aquest desafi!
command,Etiquetés amb clau els articles.
command,Debatiem sobre els merits de aquesta proposta.
command,Escolliu els teus mots amb atenció quan parles.
request,Podria actualitzar la informació que he proporcionat?
exclamation,Què una impressionant demostració de talent!
exclamation,Què tremendament coloritolt és aquesta obra d'art!
exclamation,Què puzzle difícil és!
request,No tindries objeccions a aquest projecte?
polar_question,No ha estat treballant molt la última?
command,Espera a mí a la estación.
polar_question,No tinguem una altra manera de resoldre això?
request,No tinguéssiu una mica de paciència mentre es espera?
statement,El cielo és blau avui.
command,Estima el cost de project.
wh_question,¿Dónde se encuentra el desierto del Sahara en África?
polar_question,Quin és el nostre temps per anar al aeroport?
exclamation,Què pareu una tarea tan simple!
exclamation,Què de dulce és aquesta melodia!
polar_question,No era com que no fosses a la reunió?
command,Inclou els detalls en el rapport.
polar_question,Veus que ja havies visto alguna cosa parecida en la vida?
request,"No molesta si cierra la puerta, por favor?"
command,Explica el teu racionament de dinadesa per a aquesta decisió.
command,Retira el sac elentze.
statement,Esperem una hora.
polar_question,Quin dia necessitem una umbrela?
statement,Ha estat aprendent castellà els fins de setmana.
exclamation,Què notícia tan terribles!
request,Podria hacer una excepción por mí esta vez?
statement,L'experiment va donar resultats interessants.
exclamation,Què impressionant és aquest resultat!
command,Decoreu el camí per la festa.
exclamation,Què una conferència engana!
statement,Ha estat estudiant per a les seves tasses.
command,Aprendre dels errors i millorar-ho.
wh_question,¿Qual és el riu més llarg del món?
statement,El cànid va perseguir al gat per tot el cop del arbre.
polar_question,S’ha put al diade saber-ho?
command,Gestiona el teu temps de manera avisada.
exclamation,Què tremendament inspirant és aquest discurs!
exclamation,Què oportunitat extraordinària és!
exclamation,Què magnífica panoràmica ofereix aquesta vista!
request,Podeu dir-me sobre aquesta matèria?
command,Revisa el nivel de aceite del teu carro.
request,Podria ampliar-me sobre aquest punt?
wh_question,Qui va pintar la famosa pintura de la Mona Lisa?
request,Podeu preguntarme una cosa sobre aquest tema?
request,Quedaria disposat de compartir els seus pensaments?
wh_question,Què hora ha de sortir per l'aeroport?
wh_question,Aquest metal és líquida a temperatura ambiente?
wh_question,Què costa això en dolors?
command,Distribuïu els materials a tots els participants.
command,Conecteu els cabals adequadament al dispositiu.
statement,Els nens estan jugant al jardí.
request,"Sols, sabiaus ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondonar ondon"
exclamation,Què joc tancat va ser aquel partid de bàскет!
exclamation,Què remarcàblement intrincs és aquest disseny!
command,Informa el grup sobre les actualitzacions.
wh_question,Què temps du tot és per orbitar la Terra?
wh_question,¿Qual és el mamífer més gran de la Terra?
request,Podría cambiar la fecha de mi cita para la semana que viene?
command,Conttacteu-vos amb el nostre equip de suport per obtenir ajuda.
command,Notiureu-se alguns refrescos.
command,Evituiu els gasts excessius aquest mes.
polar_question,No s'va que va a llover avui?
request,Podeu ajudar-me com este problema?
command,Reformat el teu camí per a que arriguin els convidats.
polar_question,¿Devem havíem fet diferent?
wh_question,Què altet és el Mont-Everest en metres?
exclamation,Què velocitat té aquesta mica de cotxe esportiu!
exclamation,Què deliciós sortida va resultar!
statement,El jardí ha estat florent meravillós aquestes primavera.
statement,El edifici ha estat renovat de manera feliç.
wh_question,¿Qual és el desert més gran del món?
statement,La conferència va ser molt informativa.
command,Agaixa el trench al cabestany.
exclamation,Què escatolístic és aquestes il·lusió de llum!
exclamation,Què una situació tan pròxima!
wh_question,"Aquesta pregunta, ¿quina preferires entre estas opcions?"
request,Podria suggerir-vos una solució per a aquest problema?
statement,Tinc dos brors i una sisà.
request,"Passaria el sal, per favor?"
command,Inspecta el equipament abans de l'utilitzar.
statement,El tren arriba a mediodía cada día.
exclamation,Què design remarcablement creativ va ser!
statement,El llibre va ser escriure per un autor famós.
wh_question,"Qual és la moneda de Japó, el yen?"
request,"Podeu donar-me un trobat de pastel, per favor?"
command,"Si tenés algún problema, avisa al directivo de inmediato."
statement,Ha pintat els murs de blanc el passat weekend.
request,"Podria proporcionar el seu feedback aquest tema, per millor?"
statement,Els els són els que volen al sud per passar l'hivern.
exclamation,Què magnificant palat s’està!
exclamation,Que dia magnífic per a una passejada!
request,Podria ser una molestia si te pedía un favor?
wh_question,Qui va inventar la linterna Thomas Edison?
wh_question,"Què és el que, en la seva opinió, podria causar aquest problema?"
request,Podría pedirle que me ayudara con esto?
command,Veig al tabli d'instruccions.
statement,La situació ha estat controlada.
request,Podria haver alguna posibilidad de que lo arreglara por mí?
exclamation,Què de majestuosa és aquesta bailarina!
exclamation,Qué fantàstic és la vista des del balcó!
request,Seria amable de ajudar-me?
exclamation,Què geniú com és que has resold aquest puzzle!
exclamation,Què cosa de terribles són aquestes pel·lícules de terror!
wh_question,"Què era la primera persona a pisar la lluna, Neil Armstrong?"
wh_question,¿Dónde se encuentra Machu Picchu en Perú?
command,Desarrolla una estratègia per al successiu.
wh_question,¿Dónde se encuentra el Taj Mahal en la India?
command,Limita els teus gastos aquest mes.
statement,La comida del restaurant estava deliciosa.
request,Podeu ajudar-me con esta tarea?
command,Dibuja un diagrama del proceso.
command,M'envía un SMS más tarde cuando tengas tiempo.
request,"Podria restituir-la al viernes, per’avui?"
exclamation,Què de tediosos són ells papers!
statement,Ha recuperat molt bé després de la cirurgia.
wh_question,Per què és aquí a aquesta reunió?
command,Controla el teu temperament en situacions difícils.
exclamation,Què fascinant és aquesta descoberta!
command,Instal·la el programa al seu ordinador.
polar_question,No t’he comento això?
exclamation,Què un estrépit horríbil fa aquesta construcció!
command,Inici el motor del carro.
statement,La pel·lícula va ser fantàstica anoche.
exclamation,Què porro és aquesta sala!
exclamation,Què gran explosió va ser!
command,Revisa el teu espai de treball abans de sortir.
exclamation,Què spectaculares són aquestes il·lusió de fueu!
command,Forgive and forget past mistakes.
wh_question,Què número de països hi són actualment a Europa?
statement,La proposta va ser aprovada unànimement.
request,"Podeu enviar-me, por favor, o recibo deste pedido?"
request,Pudiera depender de mí para esta tarea?
wh_question,¿Dónde se encuentra el Monte Kilimanjaro en África?
statement,M'avíegenç després de la llarga caminada de ayer.
wh_question,Quan arribaren els humans per primera vegada a la lluna el 1969?
request,Podria fer una excepció per a mi?
command,Siguiu els senyals per a la sortida.
statement,El temps era inusualment fredol ayer.
wh_question,Qui va inventar el telèfon Alexander Graham Bell?
exclamation,Doncs que és molt impressionant aquesta vista!
request,Què piensen de la proposta que he fet per a aquest projecte?
exclamation,Què de gloriosament magnífic és aquest alzament del sol!
wh_question,Aquest metal és el millor conductor de la electricitat.
request,Podria ser amable de prestarme alguna ayuda?
wh_question,Què data va construir el Torre Eiffel a París?
command,Superar les expectatives en el teu treball.
polar_question,Estan venjant a la festa aquesta nit?
request,"Podria obrir la finestra, per favor?"
request,No t’interèssi compartir el document amb a me?
command,Entrega el paquete a la dirección.
command,Il·lustri el concepte amb exemples.
command,Dona un missatge al teu брат quan tinguis oportunitat.
exclamation,Què una impressionant demostració de destreza!
wh_question,Quina fruita conté més vitamina C?
command,Genera un informe sobre los resultados.
request,Podria aclarare aquest punt per a mi?
